상호명,업종명,업종대분류,업종소분류,소재지도로명주소,소재지지번주소,동명,우편번호,위도,경도
41번가 고깃집,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로214번길 41, 105호 (영통동, 토야플라자)",경기도 수원시 영통구 영통동 974-1번지 토야플라자 105호,영통동,16698,37.24670849,127.0594895
45커피(45COFFEE),일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 수원천로255번길 6영동시장 (영동),경기도 수원시 팔달구 영동 8번지 영동시장,영동,16262,37.27689073,127.0187173
4900냥순대국,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 권광로124번길 21(인계동),경기도 수원시 팔달구 인계동 1132-3번지,인계동,16491,37.2585827,127.0320281
5.5닭갈비,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 영통로112번길 30(망포동,나눔빌딩)",경기도 수원시 영통구 망포동 540-5번지 나눔빌딩,망포동,16692,37.23923421,127.0566243
500번의인연,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 경수대로352번길 7,1층 (권선동)",경기도 수원시 권선구 권선동 1034-12번지 1층,권선동,16566,37.25787299,127.023586
507비어,일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 장안구 덕영대로511번길 37-21,1층 (천천동)",경기도 수원시 장안구 천천동 507-2번지 1층,천천동,16325,37.29996486,126.9800151
511브레드타운,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 영통로323번길 20,2층 (매탄동, 유니온빌딩)",경기도 수원시 영통구 매탄동 511번지 유니온빌딩 2층,매탄동,16676,37.25484912,127.0621936
54번가,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 삼성로 176-1(매탄동,지하1층)",경기도 수원시 영통구 매탄동 436-38번지 지하1층,매탄동,16676,37.25869063,127.057762
59쌀피자,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 권광로280, 1층 (인계동)",경기도 수원시 팔달구 인계동 368-5번지 1층,인계동,16533,37.27207495,127.0361969
59쌀피자,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 영통구 중부대로448번길 96(원천동),경기도 수원시 영통구 원천동 549-2번지,원천동,16519,37.26709785,127.0594272
59쌀피자,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 권선로639번길 28,1층 (권선동)",경기도 수원시 권선구 권선동 956-2번지 1층,권선동,16569,37.26187777,127.0219932
59쌀피자,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 서수원로523번길 30-21,경기도 수원시 권선구 금곡동 1135-3번지,금곡동,16393,37.27129785,126.9572933
59쌀피자,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 탑동로58번길 6-81층(탑동),경기도 수원시 권선구 탑동 766-3번지 1층,탑동,16604,37.27367262,126.9741841
59쌀피자,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 당진로31번길 7-4,101 (당수동)",경기도 수원시 권선구 당수동 261-7번지 101호,당수동,16376,37.2916874,126.9399079
59쌀피자,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 화산로 87,112-2호 상가 (천천동,천천푸르지오)",경기도 수원시 장안구 천천동 334-2번지 천천푸르지오 상가 112-2호,천천동,16420,37.29171878,126.9824411
59쌀피자,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 창훈로60번길 36-2(연무동,1층)",경기도 수원시 장안구 연무동 8-6번지 1층,연무동,16213,37.29867747,127.0299632
59쌀피자 매탄3동점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 매탄로79번길 6-2,1층 (매탄동)",경기도 수원시 영통구 매탄동 1270-5번지 1층,매탄동,16546,37.25828857,127.0421004
59쌀피자(신나무실점),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 매영로310번길 27(영통동,신원미주(아)상가동101호)",경기도 수원시 영통구 영통동 965-2번지 신원미주아파트 상가동 101호,영통동,16699,37.25307284,127.0669513
59쌀피자망포점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 영통로90번길 4-9,1층 (망포동)",경기도 수원시 영통구 망포동 485-3번지 1층,망포동,16692,37.2377959,127.0600938
59쌀피자송죽점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 장안구 송정로 84,1층 (정자동)",경기도 수원시 장안구 정자동 10번지 1층,정자동,16311,37.29561513,127.0061983
59쌀피자칠보마을점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 금곡로 46제나 상가동 104호 (금곡동),경기도 수원시 권선구 금곡동 1081번지 제나상가동 104호,금곡동,16385,37.27124788,126.9407474
59오구불고기,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 영통구 권선로 810-1,1층 (매탄동)",경기도 수원시 영통구 매탄동 1174-2번지 1층,매탄동,16549,37.25509398,127.0388382
59피자,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 권선구 매송고색로 731(고색동),경기도 수원시 권선구 고색동 39-5번지,고색동,16624,37.25201193,126.9843817
59피자 세류점,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 세권로43번길 26-6권선어울림상가 137호(세류동),경기도 수원시 권선구 세류동 1255번지 권선어울림 상가 137호,세류동,16575,37.25974665,127.0100301
59피자권선SK뷰점,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로195번길 33107호 (권선동,SK프라자)",경기도 수원시 권선구 권선동 1053-7번지 SK프라자 107호,권선동,16566,37.25684636,127.0260734
59피자북수원시장점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 장안구 장안로 272-91층 (정자동),경기도 수원시 장안구 정자동 537-2번지 1층,정자동,16337,37.30650539,126.9916494
59피자아주대점,일반휴게음식-서양음식,일반휴게음식,서양음식,경기 수원시 팔달구 아주로47번길 22(우만동),경기도 수원시 팔달구 우만동 43-13번지,우만동,16497,37.27919342,127.0424927
59피자화서오거리점,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 팔달구 화양로 3,1층 (화서동)",경기도 수원시 팔달구 화서동 174-5번지 1층,화서동,16443,37.27899042,126.9990312
5남매김밥,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 중부대로 247, 1층 105호 (우만동)",경기도 수원시 팔달구 우만동 81-5번지 1층 105호,우만동,16498,37.27530193,127.0431479
5월정원,일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 영통구 웰빙타운로36번길 46-117,1층 101호 (이의동)",경기도 수원시 영통구 이의동 1216-2번지 1층 101호,이의동,16223,37.30947914,127.051653
60계,일반휴게음식-스넥,일반휴게음식,스넥,경기 수원시 권선구 권선로 5221층 (세류동),경기도 수원시 권선구 세류동 229-53번지 1층,세류동,16593,37.2632922,127.0085974
60계 수원율전점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 상률로46번길 3,106호 (율전동,유영타운)",경기도 수원시 장안구 율전동 554번지 유영타운 106호,율전동,16353,37.30569401,126.9710499
60계치킨,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 팔달구 창룡대로 42-1(남수동)1층,경기도 수원시 팔달구 남수동 16-19번지 1층,남수동,16256,37.28267806,127.0210381
60계치킨,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 영일로 25,1층 101호 (영통동)",경기도 수원시 영통구 영통동 1005-13번지 1층 101호,영통동,16705,37.2498536,127.0765768
60계치킨 권선점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 동수원로177번길 40,800동 1층 157호 (권선동,수원아이파크시티8단지)",경기도 수원시 권선구 권선동 1364번지 수원아이파크시티8단지 800동 1층 157호,권선동,16663,37.24689936,127.0294394
60계치킨 수원광교점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 센트럴타운로 103,1층 105, 106호 (이의동)","경기도 수원시 영통구 이의동 1330-1번지 1층 105, 106호",이의동,16507,37.29216471,127.0496122
60계치킨 수원매탄시장점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 중부대로246번길 17,106호 (매탄동)",경기도 수원시 영통구 매탄동 153-70번지 106호,매탄동,16531,37.27414543,127.0424443
60계치킨 수원매탄점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 영통구 삼성로168번길 68,1층 (매탄동)",경기도 수원시 영통구 매탄동 399-10번지 1층,매탄동,16676,37.26006636,127.0592651
60계치킨 수원정자점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 장안구 영화로71번길 24상가동 45호 (정자동, 수원정자금강에스쁘아아파트)",경기도 수원시 장안구 정자동 69-45번지 수원정자금강에스쁘아아파트 상가동 45호,정자동,16313,37.2925371,127.0051692
60계치킨수원호매실점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 권선구 금곡로102번길 20,111호 (금곡동,센터프라자)",경기도 수원시 권선구 금곡동 1082-1번지 센터프라자 111호,금곡동,16385,37.27333226,126.9412057
60계치킨수원화서점,일반휴게음식-스넥,일반휴게음식,스넥,"경기 수원시 팔달구 동말로 42-1,1층 (화서동)",경기도 수원시 팔달구 화서동 175-2번지 1층,화서동,16442,37.27847593,126.9988654
60년전통신촌황소곱창,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 권광로187번길 38,1층 (인계동)",경기도 수원시 팔달구 인계동 1041-2번지 1층,인계동,16489,37.26508588,127.0307924
60판왕뚜껑삼겹살,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 당진로32번길 11(당수동),경기도 수원시 권선구 당수동 156번지,당수동,16375,37.29209045,126.94127
60판왕뚜껑삼겹살,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 하탑로 23, 101호(탑동)",경기도 수원시 권선구 탑동 835-2번지 101호,탑동,16606,37.26884116,126.9741839
60판왕뚜껑삼겹살,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 상률로46번길 25, 1층 102호 (율전동, 태영빌딩)",경기도 수원시 장안구 율전동 109-16번지 태영빌딩 1층 102호,율전동,16353,37.30487966,126.970356
60판왕뚜껑삼겹살,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 경수대로927번길 12-7,102,103,104호(송죽동)","경기도 수원시 장안구 송죽동 500-17번지 102,103,104호",송죽동,16305,37.30141781,127.0078191
60판왕뚜껑삼겹살,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 장안구 서부로 2107,1층 (율전동)",경기도 수원시 장안구 율전동 433-79번지 1층,율전동,16362,37.2968563,126.9701302
60판왕뚜껑삼겹살,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 권선구 세권로304번길 1-22,1층 (권선동)",경기도 수원시 권선구 권선동 1287-7번지 1층,권선동,16553,37.25165525,127.037709
60판왕뚜껑삼겹살 오목천점,일반휴게음식-일반한식,일반휴게음식,일반한식,경기 수원시 권선구 온정로9번길 21(오목천동),경기도 수원시 권선구 오목천동 327-4번지,오목천동,16631,37.24679284,126.9640765
611옛날통닭,일반휴게음식-일반한식,일반휴게음식,일반한식,"경기 수원시 팔달구 팔달문로163번길 39(우만동,거신빌딩)",경기도 수원시 팔달구 우만동 523-11번지 거신빌딩,우만동,16239,37.28462613,127.0325776
65 퍼블릭하우스 (65 public House),일반휴게음식-서양음식,일반휴게음식,서양음식,"경기 수원시 권선구 곡반정로65번길 33,102호 (곡반정동)",경기도 수원시 권선구 곡반정동 593-2번지 102호,곡반정동,16672,37.23494598,127.0269658
7080라이브포차,일반휴게음식-주점,일반휴게음식,주점,경기 수원시 권선구 탑동로 32(탑동),경기도 수원시 권선구 탑동 791-14번지,탑동,16605,37.27181837,126.9747722
7080탑라이브 (Live),일반휴게음식-주점,일반휴게음식,주점,"경기 수원시 팔달구 효원로291번길 53(인계동,백광빌딩)",경기도 수원시 팔달구 인계동 1120-5번지 백광빌딩,인계동,16488,37.26373901,127.0343984
